tconst,nconst,category,titleType,primaryTitle,startYear,difficulty,primaryName
tt0012349,nm0088471,actor,movie,The Kid,1921,3,B.F. Blinn
tt0012349,nm0000122,actor,movie,The Kid,1921,3,Charles Chaplin
tt0015864,nm0000122,actor,movie,The Gold Rush,1925,3,Charles Chaplin
tt0021749,nm0000122,actor,movie,City Lights,1931,3,Charles Chaplin
tt0027977,nm0000122,actor,movie,Modern Times,1936,3,Charles Chaplin
tt0032553,nm0000122,actor,movie,The Great Dictator,1940,3,Charles Chaplin
tt0012349,nm0701012,actress,movie,The Kid,1921,3,Edna Purviance
tt0012349,nm0001067,actor,movie,The Kid,1921,3,Jackie Coogan
tt0012349,nm0588033,actor,movie,The Kid,1921,3,Carl Miller
tt0012349,nm0042317,actor,movie,The Kid,1921,3,Albert Austin
tt0012349,nm0047800,actress,movie,The Kid,1921,3,Beulah Bains
tt0012349,nm0048798,actress,movie,The Kid,1921,3,Nellie Bly Baker
tt0012349,nm0074788,actor,movie,The Kid,1921,3,Henry Bergman
tt0015864,nm0074788,actor,movie,The Gold Rush,1925,3,Henry Bergman
tt0027977,nm0074788,actor,movie,Modern Times,1936,3,Henry Bergman
tt0012349,nm0080930,actor,movie,The Kid,1921,3,Edward Biby
tt0013442,nm0002302,composer,movie,Nosferatu,1922,3,James Bernard
tt0013442,nm0775180,actor,movie,Nosferatu,1922,3,Max Schreck
tt0013442,nm0334603,actor,movie,Nosferatu,1922,3,Alexander Granach
tt0013442,nm0903194,actor,movie,Nosferatu,1922,3,Gustav von Wangenheim
tt0013442,nm0775659,actress,movie,Nosferatu,1922,3,Greta Schröder
tt0013442,nm0003638,director,movie,Nosferatu,1922,3,F.W. Murnau
tt0013442,nm0301961,writer,movie,Nosferatu,1922,3,Henrik Galeen
tt0013442,nm0831290,writer,movie,Nosferatu,1922,3,Bram Stoker
tt0103874,nm0831290,writer,movie,Bram Stoker's Dracula,1992,3,Bram Stoker
tt0013442,nm0225868,producer,movie,Nosferatu,1922,3,Enrico Dieckmann
tt0013442,nm0336057,producer,movie,Nosferatu,1922,3,Albin Grau
tt0015864,nm1027682,actor,movie,The Gold Rush,1925,3,Frank Aderias
tt0015864,nm0841501,actor,movie,The Gold Rush,1925,3,Mack Swain
tt0015864,nm0615306,actor,movie,The Gold Rush,1925,3,Tom Murray
tt0015864,nm0675356,composer,movie,The Gold Rush,1925,3,William P. Perry
tt0015864,nm0005906,cinematographer,movie,The Gold Rush,1925,3,Roland Totheroh
tt0021749,nm0005906,cinematographer,movie,City Lights,1931,3,Roland Totheroh
tt0027977,nm0005906,cinematographer,movie,Modern Times,1936,3,Roland Totheroh
tt0032553,nm0005906,cinematographer,movie,The Great Dictator,1940,3,Roland Totheroh
tt0015864,nm0906618,actor,movie,The Gold Rush,1925,3,Malcolm Waite
tt0015864,nm0354913,actress,movie,The Gold Rush,1925,3,Georgia Hale
tt0015864,nm1033900,actor,movie,The Gold Rush,1925,3,Jack Adams
tt0017136,nm2111404,composer,movie,Metropolis,1927,3,Sandro Forte
tt0017136,nm0375609,actress,movie,Metropolis,1927,3,Brigitte Helm
tt0017136,nm0002154,actor,movie,Metropolis,1927,3,Alfred Abel
tt0017136,nm0297054,actor,movie,Metropolis,1927,3,Gustav Fröhlich
tt0017136,nm0459030,actor,movie,Metropolis,1927,3,Rudolf Klein-Rogge
tt0017136,nm0000485,director,movie,Metropolis,1927,3,Fritz Lang
tt0022100,nm0000485,director,movie,M,1931,3,Fritz Lang
tt0017136,nm0902376,writer,movie,Metropolis,1927,3,Thea von Harbou
tt0022100,nm0902376,writer,movie,M,1931,3,Thea von Harbou
tt0017136,nm0690143,producer,movie,Metropolis,1927,3,Erich Pommer
tt0017136,nm3017782,composer,movie,Metropolis,1927,3,Maximianno Cobra
tt0017136,nm0923118,composer,movie,Metropolis,1927,3,James Duhamel
tt0021749,nm0156039,actress,movie,City Lights,1931,3,Virginia Cherrill
tt0021749,nm5681967,actress,movie,City Lights,1931,3,Florence Lee
tt0021749,nm0616729,actor,movie,City Lights,1931,3,Harry Myers
tt0021749,nm0139714,writer,movie,City Lights,1931,3,Harry Carr
tt0021749,nm0188357,writer,movie,City Lights,1931,3,Harry Crocker
tt0021749,nm0689661,cinematographer,movie,City Lights,1931,3,Gordon Pollock
tt0022100,nm0000048,actor,movie,M,1931,3,Peter Lorre
tt0033870,nm0000048,actor,movie,The Maltese Falcon,1941,3,Peter Lorre
tt0022100,nm0927145,actress,movie,M,1931,3,Ellen Widmann
tt0022100,nm0484737,actress,movie,M,1931,3,Inge Landgut
tt0022100,nm0921532,actor,movie,M,1931,3,Otto Wernicke
tt0022100,nm0414825,writer,movie,M,1931,3,Egon Jacobsohn
tt0022100,nm0005922,cinematographer,movie,M,1931,3,Fritz Arno Wagner
tt0022100,nm0266239,editor,movie,M,1931,3,Paul Falkenberg
tt0025316,nm0858977,actor,movie,It Happened One Night,1934,3,Jameson Thomas
tt0025316,nm0000022,actor,movie,It Happened One Night,1934,3,Clark Gable
tt0031381,nm0000022,actor,movie,Gone with the Wind,1939,3,Clark Gable
tt0025316,nm0001055,actress,movie,It Happened One Night,1934,3,Claudette Colbert
tt0025316,nm0175369,actor,movie,It Happened One Night,1934,3,Walter Connolly
tt0025316,nm0439850,actor,movie,It Happened One Night,1934,3,Roscoe Karns
tt0025316,nm0001008,director,movie,It Happened One Night,1934,3,Frank Capra
tt0031679,nm0001008,director,movie,Mr. Smith Goes to Washington,1939,3,Frank Capra
tt0038650,nm0001008,director,movie,It's a Wonderful Life,1946,1,Frank Capra
tt0025316,nm0728307,writer,movie,It Happened One Night,1934,3,Robert Riskin
tt0025316,nm0011343,writer,movie,It Happened One Night,1934,3,Samuel Hopkins Adams
tt0025316,nm0907900,cinematographer,movie,It Happened One Night,1934,3,Joseph Walker
tt0031679,nm0907900,cinematographer,movie,Mr. Smith Goes to Washington,1939,3,Joseph Walker
tt0025316,nm0369879,editor,movie,It Happened One Night,1934,3,Gene Havlick
tt0027977,nm0305087,actor,movie,Modern Times,1936,3,Al Ernest Garcia
tt0027977,nm0002104,actress,movie,Modern Times,1936,3,Paulette Goddard
tt0032553,nm0002104,actress,movie,The Great Dictator,1940,3,Paulette Goddard
tt0027977,nm0761866,actor,movie,Modern Times,1936,3,Tiny Sandford
tt0027977,nm0005806,cinematographer,movie,Modern Times,1936,3,Ira H. Morgan
tt0027977,nm0174682,actor,movie,Modern Times,1936,3,Chester Conklin
tt0027977,nm0003424,actor,movie,Modern Times,1936,3,Hank Mann
tt0027977,nm0090008,actor,movie,Modern Times,1936,3,Stanley Blystone
tt0029583,nm0789313,director,movie,Snow White and the Seven Dwarfs,1937,3,Ben Sharpsteen
tt0033563,nm0789313,director,movie,Dumbo,1941,3,Ben Sharpsteen
tt0029583,nm0143314,actress,movie,Snow White and the Seven Dwarfs,1937,3,Adriana Caselotti
tt0029583,nm0830968,actor,movie,Snow White and the Seven Dwarfs,1937,3,Harry Stockwell
tt0029583,nm0479164,actress,movie,Snow White and the Seven Dwarfs,1937,3,Lucille La Verne
tt0029583,nm0041165,actor,movie,Snow White and the Seven Dwarfs,1937,3,Roy Atwell
tt0029583,nm0183183,director,movie,Snow White and the Seven Dwarfs,1937,3,William Cottrell
tt0029583,nm0359457,director,movie,Snow White and the Seven Dwarfs,1937,3,David Hand
tt0032455,nm0359457,director,movie,Fantasia,1940,3,David Hand
tt0034492,nm0359457,director,movie,Bambi,1942,3,David Hand
tt0057546,nm0359457,director,movie,The Sword in the Stone,1963,3,David Hand
tt0070608,nm0359457,director,movie,Robin Hood,1973,3,David Hand
tt0029583,nm0414144,director,movie,Snow White and the Seven Dwarfs,1937,3,Wilfred Jackson
tt0032910,nm0414144,director,movie,Pinocchio,1940,3,Wilfred Jackson
tt0033563,nm0414144,director,movie,Dumbo,1941,3,Wilfred Jackson
tt0042332,nm0414144,director,movie,Cinderella,1950,3,Wilfred Jackson
tt0043274,nm0414144,director,movie,Alice in Wonderland,1951,3,Wilfred Jackson
tt0046183,nm0414144,director,movie,Peter Pan,1953,3,Wilfred Jackson
tt0048280,nm0414144,director,movie,Lady and the Tramp,1955,3,Wilfred Jackson
tt0029583,nm0604392,director,movie,Snow White and the Seven Dwarfs,1937,3,Larry Morey
tt0029583,nm0668998,director,movie,Snow White and the Seven Dwarfs,1937,3,Perce Pearce
tt0031381,nm0308177,writer,movie,Gone with the Wind,1939,3,Oliver H.P. Garrett
tt0031381,nm0000046,actress,movie,Gone with the Wind,1939,3,Vivien Leigh
tt0044081,nm0000046,actress,movie,A Streetcar Named Desire,1951,3,Vivien Leigh
tt0031381,nm0593775,actor,movie,Gone with the Wind,1939,3,Thomas Mitchell
tt0038650,nm0593775,actor,movie,It's a Wonderful Life,1946,1,Thomas Mitchell
tt0044706,nm0593775,actor,movie,High Noon,1952,3,Thomas Mitchell
tt0031381,nm0641966,actress,movie,Gone with the Wind,1939,3,Barbara O'Neil
tt0031381,nm0281808,director,movie,Gone with the Wind,1939,3,Victor Fleming
tt0032138,nm0281808,director,movie,The Wizard of Oz,1939,1,Victor Fleming
tt0031381,nm0002030,director,movie,Gone with the Wind,1939,3,George Cukor
tt0031381,nm0939992,director,movie,Gone with the Wind,1939,3,Sam Wood
tt0031381,nm0593565,writer,movie,Gone with the Wind,1939,3,Margaret Mitchell
tt0031381,nm0397608,writer,movie,Gone with the Wind,1939,3,Sidney Howard
tt0031679,nm0000071,actor,movie,Mr. Smith Goes to Washington,1939,3,James Stewart
tt0038650,nm0000071,actor,movie,It's a Wonderful Life,1946,1,James Stewart
tt0040746,nm0000071,actor,movie,Rope,1948,3,James Stewart
tt0047396,nm0000071,actor,movie,Rear Window,1954,1,James Stewart
tt0052357,nm0000071,actor,movie,Vertigo,1958,1,James Stewart
tt0031679,nm0000795,actress,movie,Mr. Smith Goes to Washington,1939,3,Jean Arthur
tt0031679,nm0001647,actor,movie,Mr. Smith Goes to Washington,1939,3,Claude Rains
tt0034583,nm0001647,actor,movie,Casablanca,1942,1,Claude Rains
tt0038787,nm0001647,actor,movie,Notorious,1946,3,Claude Rains
tt0031679,nm0036427,actor,movie,Mr. Smith Goes to Washington,1939,3,Edward Arnold
tt0031679,nm0118227,writer,movie,Mr. Smith Goes to Washington,1939,3,Sidney Buchman
tt0031679,nm0287931,writer,movie,Mr. Smith Goes to Washington,1939,3,Lewis R. Foster
tt0031679,nm0175333,writer,movie,Mr. Smith Goes to Washington,1939,3,Myles Connolly
tt0031679,nm0006323,composer,movie,Mr. Smith Goes to Washington,1939,3,Dimitri Tiomkin
tt0044706,nm0006323,composer,movie,High Noon,1952,3,Dimitri Tiomkin
tt0046912,nm0006323,composer,movie,Dial M for Murder,1954,3,Dimitri Tiomkin
tt0032138,nm0000875,writer,movie,The Wizard of Oz,1939,1,L. Frank Baum
tt0032138,nm0000023,actress,movie,The Wizard of Oz,1939,1,Judy Garland
tt0032138,nm0604656,actor,movie,The Wizard of Oz,1939,1,Frank Morgan
tt0032138,nm0001961,actor,movie,The Wizard of Oz,1939,1,Ray Bolger
tt0032138,nm0481618,actor,movie,The Wizard of Oz,1939,1,Bert Lahr
tt0032138,nm0896542,director,movie,The Wizard of Oz,1939,1,King Vidor
tt0032138,nm0486538,writer,movie,The Wizard of Oz,1939,1,Noel Langley
tt0032138,nm0753249,writer,movie,The Wizard of Oz,1939,1,Florence Ryerson
tt0032138,nm0941138,writer,movie,The Wizard of Oz,1939,1,Edgar Allan Woolf
tt0032455,nm0359610,director,movie,Fantasia,1940,3,Jim Handley
tt0032455,nm0831439,self,movie,Fantasia,1940,3,Leopold Stokowski
tt0032455,nm0852252,self,movie,Fantasia,1940,3,Deems Taylor
tt0032455,nm1727756,self,movie,Fantasia,1940,3,The Philadelphia Orchestra
tt0032455,nm0123553,actor,movie,Fantasia,1940,3,Corey Burton
tt0116583,nm0123553,actor,movie,The Hunchback of Notre Dame,1996,3,Corey Burton
tt0230011,nm0123553,actor,movie,Atlantis: The Lost Empire,2001,3,Corey Burton
tt0458290,nm0123553,actor,tvSeries,Star Wars: The Clone Wars,2008,3,Corey Burton
tt0032455,nm0019282,director,movie,Fantasia,1940,3,James Algar
tt0034492,nm0019282,director,movie,Bambi,1942,3,James Algar
tt0032455,nm0035899,director,movie,Fantasia,1940,3,Samuel Armstrong
tt0033563,nm0035899,director,movie,Dumbo,1941,3,Samuel Armstrong
tt0034492,nm0035899,director,movie,Bambi,1942,3,Samuel Armstrong
tt0032455,nm1968474,director,movie,Fantasia,1940,3,Ford Beebe Jr.
tt0032455,nm0272568,director,movie,Fantasia,1940,3,Norman Ferguson
tt0032910,nm0272568,director,movie,Pinocchio,1940,3,Norman Ferguson
tt0033563,nm0272568,director,movie,Dumbo,1941,3,Norman Ferguson
tt0032553,nm0354916,actress,movie,The Great Dictator,1940,3,Grace Hayle
tt0032553,nm0642988,actor,movie,The Great Dictator,1940,3,Jack Oakie
tt0032553,nm0306786,actor,movie,The Great Dictator,1940,3,Reginald Gardiner
tt0032553,nm0835365,cinematographer,movie,The Great Dictator,1940,3,Karl Struss
tt0032553,nm0630119,editor,movie,The Great Dictator,1940,3,Willard Nico
tt0032553,nm0199787,actor,movie,The Great Dictator,1940,3,Henry Daniell
tt0032553,nm0317970,actor,movie,The Great Dictator,1940,3,Billy Gilbert
tt0032910,nm0730860,director,movie,Pinocchio,1940,3,Bill Roberts
tt0033563,nm0730860,director,movie,Dumbo,1941,3,Bill Roberts
tt0034492,nm0730860,director,movie,Bambi,1942,3,Bill Roberts
tt0032910,nm0427934,actor,movie,Pinocchio,1940,3,Dickie Jones
tt0032910,nm0747759,actor,movie,Pinocchio,1940,3,Christian Rub
tt0032910,nm0000305,actor,movie,Pinocchio,1940,3,Mel Blanc
tt0032910,nm0110893,actor,movie,Pinocchio,1940,3,Don Brodie
tt0032910,nm0373429,director,movie,Pinocchio,1940,3,T. Hee
tt0032910,nm0455741,director,movie,Pinocchio,1940,3,Jack Kinney
tt0033563,nm0455741,director,movie,Dumbo,1941,3,Jack Kinney
tt0043274,nm0455741,director,movie,Alice in Wonderland,1951,3,Jack Kinney
tt0046183,nm0455741,director,movie,Peter Pan,1953,3,Jack Kinney
tt0032910,nm0527217,director,movie,Pinocchio,1940,3,Hamilton Luske
tt0042332,nm0527217,director,movie,Cinderella,1950,3,Hamilton Luske
tt0043274,nm0527217,director,movie,Alice in Wonderland,1951,3,Hamilton Luske
tt0046183,nm0527217,director,movie,Peter Pan,1953,3,Hamilton Luske
tt0048280,nm0527217,director,movie,Lady and the Tramp,1955,3,Hamilton Luske
tt0053285,nm0527217,director,movie,Sleeping Beauty,1959,3,Hamilton Luske
tt0055254,nm0527217,director,movie,One Hundred and One Dalmatians,1961,3,Hamilton Luske
tt0032976,nm0389580,writer,movie,Rebecca,1940,3,Michael Hogan
tt0032976,nm0000059,actor,movie,Rebecca,1940,3,Laurence Olivier
tt0054331,nm0000059,actor,movie,Spartacus,1960,3,Laurence Olivier
tt0032976,nm0000021,actress,movie,Rebecca,1940,3,Joan Fontaine
tt0032976,nm0001695,actor,movie,Rebecca,1940,3,George Sanders
tt0042192,nm0001695,actor,movie,All About Eve,1950,3,George Sanders
tt0032976,nm0000752,actress,movie,Rebecca,1940,3,Judith Anderson
tt0032976,nm0000033,director,movie,Rebecca,1940,3,Alfred Hitchcock
tt0038787,nm0000033,director,movie,Notorious,1946,3,Alfred Hitchcock
tt0040746,nm0000033,director,movie,Rope,1948,3,Alfred Hitchcock
tt0044079,nm0000033,director,movie,Strangers on a Train,1951,3,Alfred Hitchcock
tt0046912,nm0000033,director,movie,Dial M for Murder,1954,3,Alfred Hitchcock
tt0047396,nm0000033,director,movie,Rear Window,1954,1,Alfred Hitchcock
tt0052357,nm0000033,director,movie,Vertigo,1958,1,Alfred Hitchcock
tt0053125,nm0000033,director,movie,North by Northwest,1959,3,Alfred Hitchcock
tt0054215,nm0000033,director,movie,Psycho,1960,1,Alfred Hitchcock
tt0056869,nm0000033,director,movie,The Birds,1963,3,Alfred Hitchcock
tt0032976,nm0238898,writer,movie,Rebecca,1940,3,Daphne Du Maurier
tt0056869,nm0238898,writer,movie,The Birds,1963,3,Daphne Du Maurier
tt0032976,nm0792845,writer,movie,Rebecca,1940,3,Robert E. Sherwood
tt0032976,nm0365661,writer,movie,Rebecca,1940,3,Joan Harrison
tt0032976,nm0531878,writer,movie,Rebecca,1940,3,Philip MacDonald
tt0033467,nm0005904,cinematographer,movie,Citizen Kane,1941,1,Gregg Toland
tt0033467,nm0000080,actor,movie,Citizen Kane,1941,1,Orson Welles
tt0041959,nm0000080,actor,movie,The Third Man,1949,3,Orson Welles
tt0052311,nm0000080,actor,movie,Touch of Evil,1958,3,Orson Welles
tt0033467,nm0001072,actor,movie,Citizen Kane,1941,1,Joseph Cotten
tt0041959,nm0001072,actor,movie,The Third Man,1949,3,Joseph Cotten
tt0033467,nm0173827,actress,movie,Citizen Kane,1941,1,Dorothy Comingore
tt0033467,nm0001547,actress,movie,Citizen Kane,1941,1,Agnes Moorehead
tt0033467,nm0542534,writer,movie,Citizen Kane,1941,1,Herman J. Mankiewicz
tt0033467,nm0002144,writer,movie,Citizen Kane,1941,1,John Houseman
tt0033467,nm0219670,writer,movie,Citizen Kane,1941,1,Roger Q. Denny
tt0033467,nm0448809,writer,movie,Citizen Kane,1941,1,Mollie Kent
tt0033467,nm0002136,composer,movie,Citizen Kane,1941,1,Bernard Herrmann
tt0053125,nm0002136,composer,movie,North by Northwest,1959,3,Bernard Herrmann
tt0054215,nm0002136,composer,movie,Psycho,1960,1,Bernard Herrmann
tt0075314,nm0002136,composer,movie,Taxi Driver,1976,1,Bernard Herrmann
tt0033563,nm0001359,actor,movie,Dumbo,1941,3,Sterling Holloway
tt0043274,nm0001359,actor,movie,Alice in Wonderland,1951,3,Sterling Holloway
tt0065421,nm0001359,actor,movie,The Aristocats,1970,3,Sterling Holloway
tt0033563,nm0112395,actor,movie,Dumbo,1941,3,Edward Brophy
tt0033563,nm0082884,actor,movie,Dumbo,1941,3,Herman Bing
tt0033563,nm0088285,actor,movie,Dumbo,1941,3,Billy Bletcher
tt0033870,nm0000007,actor,movie,The Maltese Falcon,1941,3,Humphrey Bogart
tt0034583,nm0000007,actor,movie,Casablanca,1942,1,Humphrey Bogart
tt0040897,nm0000007,actor,movie,The Treasure of the Sierra Madre,1948,3,Humphrey Bogart
tt0033870,nm0000802,actress,movie,The Maltese Falcon,1941,3,Mary Astor
tt0033870,nm0313438,actress,movie,The Maltese Falcon,1941,3,Gladys George
tt0033870,nm0001379,director,movie,The Maltese Falcon,1941,3,John Huston
tt0040897,nm0001379,director,movie,The Treasure of the Sierra Madre,1948,3,John Huston
tt0071315,nm0001379,actor,movie,Chinatown,1974,3,John Huston
tt0033870,nm0358591,writer,movie,The Maltese Falcon,1941,3,Dashiell Hammett
tt0100150,nm0358591,writer,movie,Miller's Crossing,1990,3,Dashiell Hammett
tt0033870,nm0006037,composer,movie,The Maltese Falcon,1941,3,Adolph Deutsch
tt0053291,nm0006037,composer,movie,Some Like It Hot,1959,3,Adolph Deutsch
tt0053604,nm0006037,composer,movie,The Apartment,1960,3,Adolph Deutsch
tt0033870,nm0249186,cinematographer,movie,The Maltese Falcon,1941,3,Arthur Edeson
tt0033870,nm0724360,editor,movie,The Maltese Falcon,1941,3,Thomas Richards
tt0034492,nm0766402,director,movie,Bambi,1942,3,Paul Satterfield
tt0034492,nm0017013,actor,movie,Bambi,1942,3,Hardie Albright
tt0034492,nm0018755,actor,movie,Bambi,1942,3,Stan Alexander
tt0034492,nm1027883,actress,movie,Bambi,1942,3,Bobette Audrey
tt0034492,nm0066951,actor,movie,Bambi,1942,3,Peter Behn
tt0034492,nm0373871,director,movie,Bambi,1942,3,Graham Heid
tt0034583,nm0019706,writer,movie,Casablanca,1942,1,Joan Alison
tt0034583,nm0000006,actress,movie,Casablanca,1942,1,Ingrid Bergman
tt0038787,nm0000006,actress,movie,Notorious,1946,3,Ingrid Bergman
tt0034583,nm0002134,actor,movie,Casablanca,1942,1,Paul Henreid
tt0034583,nm0002031,director,movie,Casablanca,1942,1,Michael Curtiz
tt0034583,nm0258493,writer,movie,Casablanca,1942,1,Julius J. Epstein
tt0034583,nm0258525,writer,movie,Casablanca,1942,1,Philip G. Epstein
tt0034583,nm0462321,writer,movie,Casablanca,1942,1,Howard Koch
tt0034583,nm0122417,writer,movie,Casablanca,1942,1,Murray Burnett
tt0036775,nm0534045,actor,movie,Double Indemnity,1944,3,Fred MacMurray
tt0053604,nm0534045,actor,movie,The Apartment,1960,3,Fred MacMurray
tt0036775,nm0001766,actress,movie,Double Indemnity,1944,3,Barbara Stanwyck
tt0036775,nm0000064,actor,movie,Double Indemnity,1944,3,Edward G. Robinson
tt0036775,nm0056477,actor,movie,Double Indemnity,1944,3,Byron Barr
tt0036775,nm0000697,director,movie,Double Indemnity,1944,3,Billy Wilder
tt0043014,nm0000697,director,movie,Sunset Blvd.,1950,3,Billy Wilder
tt0051201,nm0000697,director,movie,Witness for the Prosecution,1957,3,Billy Wilder
tt0053291,nm0000697,director,movie,Some Like It Hot,1959,3,Billy Wilder
tt0053604,nm0000697,director,movie,The Apartment,1960,3,Billy Wilder
tt0036775,nm0151452,writer,movie,Double Indemnity,1944,3,Raymond Chandler
tt0044079,nm0151452,writer,movie,Strangers on a Train,1951,3,Raymond Chandler
tt0036775,nm0128906,writer,movie,Double Indemnity,1944,3,James M. Cain
tt0036775,nm0000067,composer,movie,Double Indemnity,1944,3,Miklós Rózsa
tt0036775,nm0005870,cinematographer,movie,Double Indemnity,1944,3,John F. Seitz
tt0043014,nm0005870,cinematographer,movie,Sunset Blvd.,1950,3,John F. Seitz
tt0038650,nm0933858,writer,movie,It's a Wonderful Life,1946,1,Michael Wilson
tt0050212,nm0933858,writer,movie,The Bridge on the River Kwai,1957,3,Michael Wilson
tt0056172,nm0933858,writer,movie,Lawrence of Arabia,1962,3,Michael Wilson
tt0063442,nm0933858,writer,movie,Planet of the Apes,1968,3,Michael Wilson
tt0038650,nm0001656,actress,movie,It's a Wonderful Life,1946,1,Donna Reed
tt0038650,nm0000859,actor,movie,It's a Wonderful Life,1946,1,Lionel Barrymore
tt0038650,nm0329304,writer,movie,It's a Wonderful Life,1946,1,Frances Goodrich
tt0038650,nm0352443,writer,movie,It's a Wonderful Life,1946,1,Albert Hackett
tt0038650,nm0842485,writer,movie,It's a Wonderful Life,1946,1,Jo Swerling
tt0038650,nm0827821,writer,movie,It's a Wonderful Life,1946,1,Philip Van Doren Stern
tt0038787,nm0005898,cinematographer,movie,Notorious,1946,3,Ted Tetzlaff
tt0038787,nm0000026,actor,movie,Notorious,1946,3,Cary Grant
tt0053125,nm0000026,actor,movie,North by Northwest,1959,3,Cary Grant
tt0038787,nm0129894,actor,movie,Notorious,1946,3,Louis Calhern
tt0038787,nm0372942,writer,movie,Notorious,1946,3,Ben Hecht
tt0040746,nm0372942,writer,movie,Rope,1948,3,Ben Hecht
tt0044079,nm0372942,writer,movie,Strangers on a Train,1951,3,Ben Hecht
tt0086250,nm0372942,writer,movie,Scarface,1983,1,Ben Hecht
tt0038787,nm0285218,writer,movie,Notorious,1946,3,John Taintor Foote
tt0038787,nm0644048,writer,movie,Notorious,1946,3,Clifford Odets
tt0038787,nm0002202,composer,movie,Notorious,1946,3,Roy Webb
tt0040522,nm0290000,writer,movie,Bicycle Thieves,1948,3,Adolfo Franci
tt0040522,nm0536009,actor,movie,Bicycle Thieves,1948,3,Lamberto Maggiorani
tt0040522,nm0821543,actor,movie,Bicycle Thieves,1948,3,Enzo Staiola
tt0040522,nm0136794,actress,movie,Bicycle Thieves,1948,3,Lianella Carell
tt0040522,nm0022821,actress,movie,Bicycle Thieves,1948,3,Elena Altieri
tt0040522,nm0001120,director,movie,Bicycle Thieves,1948,3,Vittorio De Sica
tt0040522,nm0953790,writer,movie,Bicycle Thieves,1948,3,Cesare Zavattini
tt0040522,nm0059030,writer,movie,Bicycle Thieves,1948,3,Luigi Bartolini
tt0040522,nm0080755,writer,movie,Bicycle Thieves,1948,3,Oreste Biancoli
tt0040522,nm0147599,writer,movie,Bicycle Thieves,1948,3,Suso Cecchi D'Amico
tt0040746,nm0005877,cinematographer,movie,Rope,1948,3,William V. Skall
tt0040746,nm0197982,actor,movie,Rope,1948,3,John Dall
tt0040746,nm0335048,actor,movie,Rope,1948,3,Farley Granger
tt0044079,nm0335048,actor,movie,Strangers on a Train,1951,3,Farley Granger
tt0040746,nm0389516,actor,movie,Rope,1948,3,Dick Hogan
tt0040746,nm0002025,writer,movie,Rope,1948,3,Hume Cronyn
tt0040746,nm0358096,writer,movie,Rope,1948,3,Patrick Hamilton
tt0040746,nm0491306,writer,movie,Rope,1948,3,Arthur Laurents
tt0055614,nm0491306,writer,movie,West Side Story,1961,3,Arthur Laurents
tt0040897,nm0548929,editor,movie,The Treasure of the Sierra Madre,1948,3,Owen Marks
tt0040897,nm0404158,actor,movie,The Treasure of the Sierra Madre,1948,3,Walter Huston
tt0040897,nm0392529,actor,movie,The Treasure of the Sierra Madre,1948,3,Tim Holt
tt0040897,nm0071636,actor,movie,The Treasure of the Sierra Madre,1948,3,Bruce Bennett
tt0040897,nm0871252,writer,movie,The Treasure of the Sierra Madre,1948,3,B. Traven
tt0040897,nm0087533,producer,movie,The Treasure of the Sierra Madre,1948,3,Henry Blanke
tt0040897,nm0000070,composer,movie,The Treasure of the Sierra Madre,1948,3,Max Steiner
tt0040897,nm0005792,cinematographer,movie,The Treasure of the Sierra Madre,1948,3,Ted D. McCord
tt0041959,nm0885098,actress,movie,The Third Man,1949,3,Alida Valli
tt0041959,nm0002145,actor,movie,The Third Man,1949,3,Trevor Howard
tt0041959,nm0715346,director,movie,The Third Man,1949,3,Carol Reed
tt0041959,nm0001294,writer,movie,The Third Man,1949,3,Graham Greene
tt0041959,nm0466099,writer,movie,The Third Man,1949,3,Alexander Korda
tt0041959,nm0005761,cinematographer,movie,The Third Man,1949,3,Robert Krasker
tt0041959,nm0353091,editor,movie,The Third Man,1949,3,Oswald Hafenrichter
tt0042192,nm0572492,editor,movie,All About Eve,1950,3,Barbara McLean
tt0042192,nm0000012,actress,movie,All About Eve,1950,3,Bette Davis
tt0042192,nm0000879,actress,movie,All About Eve,1950,3,Anne Baxter
tt0042192,nm0002141,actress,movie,All About Eve,1950,3,Celeste Holm
tt0042192,nm0000581,director,movie,All About Eve,1950,3,Joseph L. Mankiewicz
tt0042192,nm0650581,writer,movie,All About Eve,1950,3,Mary Orr
tt0042192,nm0953123,producer,movie,All About Eve,1950,3,Darryl F. Zanuck
tt0042192,nm0000055,composer,movie,All About Eve,1950,3,Alfred Newman
tt0042192,nm0005762,cinematographer,movie,All About Eve,1950,3,Milton R. Krasner
tt0042332,nm0672093,writer,movie,Cinderella,1950,3,Erdman Penner
tt0048280,nm0672093,writer,movie,Lady and the Tramp,1955,3,Erdman Penner
tt0053285,nm0672093,writer,movie,Sleeping Beauty,1959,3,Erdman Penner
tt0042332,nm0940627,actress,movie,Cinderella,1950,3,Ilene Woods
tt0042332,nm0531763,actor,movie,Cinderella,1950,3,James MacDonald
tt0042332,nm0041598,actress,movie,Cinderella,1950,3,Eleanor Audley
tt0053285,nm0041598,actress,movie,Sleeping Beauty,1959,3,Eleanor Audley
tt0042332,nm0271658,actress,movie,Cinderella,1950,3,Verna Felton
tt0053285,nm0271658,actress,movie,Sleeping Beauty,1959,3,Verna Felton
tt0042332,nm0314671,director,movie,Cinderella,1950,3,Clyde Geronimi
tt0043274,nm0314671,director,movie,Alice in Wonderland,1951,3,Clyde Geronimi
tt0046183,nm0314671,director,movie,Peter Pan,1953,3,Clyde Geronimi
