Dumb Ass,45.3500,10,4.535000
Dumbass!,24.0000,3,8.000000
Dumm gelaufen!,119.5000,25,4.780000
Dune,1445.3000,198,7.299495
Dune Express,321.0000,55,5.836364
Dune: Spice Harvest,351.80,59,5.962712
Dune: The Dice Game,317.25,50,6.345000
Dune: The Duel,330.00,63,5.238095
Dungeon (ICP),22.50,4,5.625000
Dungeon Academy,293.70,43,6.830233
Dungeon Alliance,485.05,62,7.823387
Dungeon Bash,54.00,8,6.750000
Dungeon Bazar,191.15,37,5.166216
Dungeon Brawler,24.00,5,4.800000
Dungeon Clash (Nin-Gonost Introductory),58.00,9,6.444444
Dungeon Command: Blood of Gruumsh,395.33,54,7.320926
Dungeon Command: Curse of Undeath,458.89,62,7.401452
Dungeon Command: Heart of Cormyr,459.87,62,7.417258
Dungeon Command: Sting of Lolth,428.10,60,7.135000
Dungeon Command: Tyranny of Goblins,403.50,56,7.205357
Dungeon Crusade: Book I – Genesis of Evil,145.00,15,9.666667
Dungeon Degenerates: Hand of Doom,624.85,76,8.221711
Dungeon Delver,142.00,23,6.173913
Dungeon Derby,111.00,16,6.937500
Dungeon Dice,863.73,136,6.350956
Dungeon Digger,57.20000,8,7.150000
Dungeon Draft,361.65000,49,7.380612
Dungeon Drop,300.80000,42,7.161905
Dungeon Dwellers,135.10000,19,7.110526
Dungeon Fighter,538.65000,79,6.818354
Dungeon Heroes,390.70000,62,6.301613
Dungeon Hustle,70.50000,13,5.423077
Dungeon Lords,585.95000,83,7.059639
Dungeon Mayhem,546.62333,80,6.832792
Dungeon Mayhem: Monster Madness,142.00000,17,8.352941
Dungeon Petz,624.95000,81,7.715432
Dungeon Plungin',118.00000,17,6.941176
Dungeon Raiders,531.10000,80,6.638750
Dungeon Raiders (2018 edition),178.40000,25,7.136000
Dungeon Roll,434.60000,75,5.794667
Dungeon Royale,124.50000,18,6.916667
Dungeon Run,438.90000,74,5.931081
Dungeon Rush,446.80000,69,6.475362
Dungeon Saga: Dwarf King's Quest,400.30000,55,7.278182
Dungeon Scroll,126.00000,20,6.300000
Dungeon Solitaire: Labyrinth of Souls,113.70,15,7.580000
Dungeon Solitaire: Tomb of the Four Kings,210.52,31,6.790968
Dungeon Time,392.24,59,6.648136
Dungeon Twister,587.12,86,6.826977
Dungeon Twister 2: Prison,547.10,77,7.105195
Dungeon Twister Collectors Box,94.80,12,7.900000
Dungeon Twister: 3/4 Players Expansion,383.70,55,6.976364
Dungeon Twister: Créatures Sylvestres,146.50,17,8.617647
Dungeon Twister: Fire and Water,361.10,47,7.682979
Dungeon Twister: Forces of Darkness,338.60,43,7.874419
Dungeon Twister: Mercenaries,374.20,47,7.961702
Dungeon Twister: Minotaur,65.00,9,7.222222
Dungeon Twister: Paladins & Dragons,431.05,58,7.431897
Dungeon Twister: Purple Dragon,71.10,11,6.463636
Dungeon Twister: The Card Game,298.00,47,6.340426
Dungeon Twister: À Feu et À Sang,61.90,8,7.737500
Dungeon Universalis,763.64,79,9.666329
Dungeon Venture,57.50,9,6.388889
Dungeon WC,144.52,19,7.606316
Dungeon in a Tin,159.00,25,6.360000
Dungeon of Mandom VIII,231.150,33,7.004545
Dungeon!,446.900,73,6.121918
DungeonCrawl,28.000,4,7.000000
DungeonQuest,575.900,83,6.938554
DungeonQuest (Third Edition),529.450,82,6.456707
DungeonQuest Revised Edition,566.500,81,6.993827
Dungeonbowl: Elves & Dwarfs,372.750,57,6.539474
Dungeoneer: Den of the Wererats,371.000,60,6.183333
Dungeoneer: Dragons of the Forsaken Desert,401.017,65,6.169492
Dungeoneer: Haunted Woods of Malthorin,369.450,59,6.261864
Dungeoneer: Realm of the Ice Witch,380.750,62,6.141129
Dungeoneer: Tomb of the Lich Lord,420.400,73,5.758904
Dungeoneer: Vault of the Fiends,377.500,62,6.088710
Dungeonology: The Expedition,306.100,47,6.512766
Dungeonquest: Catacombs,552.450,86,6.423837
Dungeonrunner,28.000,4,7.000000
Dungeons & Dragons Adventure Game: Diablo II Edition,105.530,21,5.025238
Dungeons & Dragons Basic Game,370.500,53,6.990566
Dungeons & Dragons Chainmail,233.500,39,5.987179
Dungeons & Dragons Computer Labyrinth Game,404.000,66,6.121212
Dungeons & Dragons Dice Masters: Battle for Faerûn,443.4700,61,7.270000
Dungeons & Dragons Dice Masters: Faerûn Under Siege,329.0000,43,7.651163
Dungeons & Dragons Miniatures,501.4090,77,6.511805
Dungeons & Dragons Miniatures Game (Second Edition),251.3000,39,6.443590
Dungeons & Dragons Starter Set,354.7899,47,7.548721
Dungeons & Dragons: Attack Wing,437.1500,60,7.285833
Dungeons & Dragons: Castle Ravenloft Board Game,548.0000,81,6.765432
Dungeons & Dragons: Conquest of Nerath Board Game,548.9200,75,7.318933
Dungeons & Dragons: Rock Paper Wizard,478.6000,70,6.837143
Dungeons & Dragons: Temple of Elemental Evil Board Game,525.0500,70,7.500714
Dungeons & Dragons: The Dragon's Den,51.5000,9,5.722222
Dungeons & Dragons: The Fantasy Adventure Board Game,508.8000,76,6.694737
Dungeons & Dragons: The Fantasy Adventure Board Game – Eternal Winter Expansion Pack,292.8000,42,6.971429
Dungeons & Dragons: The Fantasy Adventure Board Game – Forbidden Forest Expansion Pack,215.3000,33,6.524242
Dungeons & Dragons: The Goblin's Lair,35.5000,5,7.100000
Dungeons & Dragons: The Haunted Tower,32.4000,5,6.480000
Dungeons & Dragons: The Legend of Drizzt Board Game,463.5000,64,7.242188
Dungeons & Dragons: Tomb of Annihilation Board Game,409.5000,55,7.445455
Dungeons & Dragons: Waterdeep – Dungeon of the Mad Mage,515.1995,63,8.177770
Dungeons & Dragons: Wrath of Ashardalon Board Game,536.0500,75,7.147333
Dungeonville,301.50,63,4.785714
Dunkerque: 1940,15.50,2,7.750000
Dunkirk: France 1940,140.70,17,8.276471
Dunkirk: The Battle of France,26.00,4,6.500000
Duo,182.00,36,5.055556
Duple,59.10,10,5.910000
Duplicate Ad-Lib Crossword Cubes,15.00,3,5.000000
Duplik,529.80,75,7.064000
Duran Duran: Into The Arena,7.50,2,3.750000
Dust,436.85,67,6.520149
Dust Tactics,511.74,72,7.107500
Dust Tactics: Revised Core Set,492.71,67,7.353881
Dust Warfare: Core Rulebook,211.50,30,7.050000
Dutch Blitz,458.30,74,6.193243
Dutch Blitz: Blue Expansion Pack,200.30,30,6.676667
Dutch Mountains,22.00,4,5.500000
Dux Britanniarum: Wargame Rules for Dark Age Warfare in the Age of Arthur,84.00,10,8.400000
Dvorak,89.50,14,6.392857
Dwar7s Duel,84.50,14,6.035714
Dwar7s Fall,409.70,59,6.944068
Dwar7s Winter,371.740,53,7.013962
Dwarf,72.500,10,7.250000
Dwarf King's Hold: Green Menace,49.600,7,7.085714
Dwarf Stones,15.000,4,3.750000
Dwarfest,45.500,8,5.687500
Dwarven Dig!,412.717,76,5.430487
Dwarven Smithy,535.880,67,7.998209
Dwarves,61.000,10,6.100000
Dwarves Inc.,99.000,15,6.600000
Dwarves and Dice,121.800,19,6.410526
Dwarves in Trouble,209.300,43,4.867442
"Dwarves: Dig, Delve, Die",79.500,12,6.625000
Dweebs Geeks & Weirdos,41.000,9,4.555556
Dwellings of Eldervale,172.500,20,8.625000
Dyade,6.000,1,6.000000
Dying Lights,126.000,25,5.040000
Dynamit Joe,42.500,9,4.722222
Dynamite,70.500,13,5.423077
Dynamite Nurse,206.500,31,6.661290
Dynamite Shack,22.000,4,5.500000
"Dynamo: Dunkirk, 1940",142.50,20,7.125000
Dynasties: Heirate & Herrsche,519.82,75,6.930933
Dynasty League Baseball,656.60,82,8.007317
Dystopian Wars,389.65,56,6.958036
Déclic!? Family,31.00,5,6.200000
Défis Nature,44.50,10,4.450000
Déjà Vu,414.80,62,6.690323
Délire à la cantine,21.00,4,5.250000
Dôjima,48.50,8,6.062500
Dȗhr: The Lesser Houses,130.40,20,6.520000
E.S.P.,26.80,4,6.700000
E.T. The Extra-Terrestrial Card Game,24.50,9,2.722222
E.T.: The Extra-Terrestrial,90.50,25,3.620000
E.T.I.: Estimated Time to Invasion,355.25,66,5.382576
ELO Darkness,201.76,26,7.760000
EONS,430.20,64,6.721875
ERA,38.00,20,1.900000
ESCAPE Dysturbia: Falsches Spiel im Casino,16.00,4,4.000000
ESPN All Sports Trivia Challenge,16.00,4,4.000000
ESSEN,94.93,15,6.328667
ESSEN The Game: SPIEL'13,421.9000,63,6.696825
EXIT: Das Spiel – Die Känguru-Eskapaden,166.5000,22,7.568182
EXO: Mankind Reborn,106.1400,20,5.307000
Ea$y Money,189.9000,37,5.132432
Eagle Day,21.8000,4,5.450000
Eagle Day: The Battle of Britain,90.5000,13,6.961538
Eagle Eye Agency,71.1000,12,5.925000
Eagle Kingdoms,81.5000,29,2.810345
Eagles,24.0000,3,8.000000
Eagles of the Empire: Borodino,134.7500,20,6.737500
Eagles of the Empire: Friedland,134.1000,20,6.705000
Eagles of the Empire: Napoleon in the Desert,124.8000,28,4.457143
Eagles of the Gulf!,28.0000,5,5.600000
Eagles: Waterloo,449.2000,69,6.510145
Ear Tug,52.0000,9,5.777778
Early American Chrononauts,485.2000,75,6.469333
Early Years,24.6000,4,6.150000
Earth Reborn,529.1500,67,7.897761
East & West: The Third Mondial War,104.0000,17,6.117647
East Front,62.3275,8,7.790938
East Front Battles I: Blitzkrieg in the South,71.600,10,7.160000
East Wind Rain: The War in the Pacific 1941-1945,80.500,18,4.472222
EastFront,565.000,70,8.071429
EastFront: The War in Russia 1941-45 – Second Edition,623.500,76,8.203947
Easter Island,528.124,81,6.520049
Eastern Front 2,101.300,17,5.958824
Eastern Front Solitaire,164.450,28,5.873214
Eastern Front Tank Leader,423.600,59,7.179661
Eastern Front: A Panzer Grenadier Game,549.100,77,7.131169
"Eastwall: Battles for the Dnepr, September 1943 - February 1944",57.000,10,5.700000
Easy Breezy Travel Agency,226.200,39,5.800000
Easy Money,272.900,56,4.873214
Easy School,173.000,28,6.178571
EasyShips,37.000,5,7.400000
Eat Electric Death!,8.000,1,8.000000
Eat It!,35.000,10,3.500000
Eat Me If You Can!,376.100,67,5.613433
Eat Poop You Cat,653.040,85,7.682824
Eaten By Zombies!: In Cahoots,188.000,29,6.482759
Eaten by Zombies!,352.800,66,5.345455
Ebbe & Flut,490.80000,77,6.374026
Ebola Monkey Hunt,247.55000,49,5.052041
Echelon,40.00000,6,6.666667
Echelons of Fire,105.50000,23,4.586957
Echelons of Fury,115.00000,25,4.600000
Echidna Shuffle,523.50000,73,7.171233
Eclipse,845.30000,115,7.350435
Eclipse: Second Dawn for the Galaxy,268.08000,34,7.884706
Eco-Links,56.05000,8,7.006250
Ecogon,95.50000,12,7.958333
Ecology: Game of Man & Nature,41.50000,9,4.611111
Economaze,18.00000,3,6.000000
Economy: Entscheidung – Erfolg,11.00000,3,3.666667
Ecos: First Continent,428.09000,65,6.586000
Ecosystem,311.70000,38,8.202632
Eddie Cantor's Game: Tell It to the Judge,31.50000,5,6.300000
"Edel, Stein & Reich",588.66001,81,7.267408
Edelweiss: A Panzer Grenadier Scenario Book,85.12000,12,7.093333
Eden,198.50000,37,5.364865
Eden: Survive the Apocalypse,57.00000,7,8.142857
Edenia,83.600,14,5.971429
Edgar & Lucien,99.900,12,8.325000
Edge City,79.870,16,4.991875
Edge of Darkness,456.700,61,7.486885
Edgehill 1642,24.000,4,6.000000
Edgehill: Dawning of the Revolution,47.300,8,5.912500
Edison & Co.,284.251,70,4.060729
Edo,475.310,67,7.094179
Edson's Ridge,21.000,4,5.250000
Eesti mälumäng,28.000,4,7.000000
Efemeris,79.200,11,7.200000
Egghead,12.000,3,4.000000
Eggs and Empires,454.850,69,6.592029
Eggs of Ostrich,520.750,75,6.943333
Egizia,560.250,79,7.091772
Egizia: Shifting Sands,383.400,52,7.373077
Egyptian Ratscrew,510.700,93,5.491398
Egyptians,75.760,17,4.456471
Eierlei,34.000,6,5.666667
Eight-Minute Empire,537.300,81,6.633333
Eight-Minute Empire: Legends,534.70,74,7.225676
Eighth Air Force,532.25,74,7.192568
Eila and Something Shiny,131.50,16,8.218750
Ein Arsch kommt selten allein,85.00,16,5.312500
Ein Nilpferd kommt selten allein,14.00,3,4.666667
EinStein würfelt nicht!,205.40,30,6.846667
Einauge sei wachsam!,515.60,83,6.212048
Eine gegen Eine,67.00,14,4.785714
Einfach Genial Knobelspass,105.80,18,5.877778
Einfach Genial: Das Kartenspiel,342.80,61,5.619672
Einfach Genial: Das Würfelspiel,132.20,25,5.288000
Einfach tierisch,71.30,12,5.941667
"Eins, Vier, Viele",16.40,3,5.466667
"Eins, Zwei, Drei",20.00,3,6.666667
Einstein: His Amazing Life and Incomparable Science,410.83,62,6.626290
Eketorp,456.15,73,6.248630
Ekö,482.65,68,7.097794
El Alamein,321.82,45,7.151556
"El Alamein: Battles in North Africa, 1942",83.50,15,5.566667
El Bazar,80.25,11,7.295455
El Caballero,456.20,71,6.425352
El Camarero,51.00,6,8.500000
El Capitan,32.50,6,5.416667
El Capitán,437.58,67,6.531045
El Capitán Alatriste,132.80,27,4.918519
El Castillo del Terror,34.50,5,6.900000
El Cinéfilo,73.00,12,6.083333
El Dorado,37.00,6,6.166667
El Dorado Canyon,104.78,12,8.731667
El Duelo de las Águilas,53.00,10,5.300000
El Día Más Largo,79.75,13,6.134615
El Erudito,38.50,7,5.500000
El Gaucho,456.81,69,6.620435
El Grande,663.65,83,7.995783
El Grande: Grandissimo,234.10,36,6.502778
El Grande: Grossinquisitor und Kolonien,283.50,41,6.914634
El Grande: König & Intrigant,365.10,47,7.768085
El Grande: König & Intrigant – Player's Edition,148.20,20,7.410000
El Grande: König & Intrigant – Unverkäufliche Sonderkarten,27.10,5,5.420000
El Juego de la Liga,57.00,10,5.700000
El Luchador Fantastico Grande,80.833,14,5.773786
El Maestro,28.500,4,7.125000
El Ministerio del Tiempo,35.000,4,8.750000
El Mortal,69.420,10,6.942000
El Palé,35.100,6,5.850000
El Paso,5.000,1,5.000000
El Soneto,38.000,6,6.333333
El Submarino,17.500,4,4.375000
El Switcher,34.500,5,6.900000
El Zorro del Desierto: Norte de Africa 1941-1942,39.000,8,4.875000
El mundo de Águila Roja,68.200,10,6.820000
El Último Puente,44.750,7,6.392857
Elasund: The First City,509.150,79,6.444937
Elcanto,15.000,2,7.500000
Elder Sign,535.400,78,6.864103
Eldorado,124.500,26,4.788462
Eldritch Horror,615.250,83,7.412651
EleMental,17.200,4,4.300000
Election Day,19.100,6,3.183333
Election USA,175.470,35,5.013429
Electric Baseball,9.50,3,3.166667
Electric Football,413.92,87,4.757701
Electric Jeopardy Game,42.00,9,4.666667
Electro,44.00,14,3.142857
Electronic Arcade Mania,31.00,5,6.200000
Electronic Battleship,353.70,79,4.477215
Electronic Battleship Advanced Mission,312.56,52,6.010769
Electronic Catch Phrase,463.00,74,6.256757
Electronic Catch Phrase: Music Edition,145.60,29,5.020690
Electronic Detective,210.47,34,6.190294
Electronic Dream Phone,101.10,18,5.616667
Electronic Guesstures,99.70,15,6.646667
Electronic Labyrinth,173.30,25,6.932000
Electronic Lightfight: The Games of Dueling Lights,11.00,2,5.500000
Electronic Mall Madness,300.70,54,5.568519
Electronic Master Mind,25.00,5,5.000000
Electronic Pictionary Man,235.85,45,5.241111
Electronic Scattergories Platinum Edition,61.50,11,5.590909
Electronic Stratego,215.85,35,6.167143
Electronic Taboo,33.23,5,6.646000
Electronic Talking Battleship,171.000,35,4.885714
Electronic Talking Mystery Mansion,302.300,48,6.297917
Electronic Whac-a-Mole,146.530,33,4.440303
Electropolis,261.100,36,7.252778
Elefant Hunt,298.000,47,6.340426
Elefantastico,12.000,2,6.000000
Elefantenparade,373.500,64,5.835938
Elefantös: Wer erkennt das Tier?,28.000,5,5.600000
Elefun,391.800,86,4.555814
Elefun & Friends Mouse Trap,74.500,20,3.725000
Eleições,26.600,5,5.320000
ElemenZ,112.300,14,8.021429
Element,612.949,83,7.384928
Elemental,20.000,4,5.000000
Elemental Blast,102.750,16,6.421875
Elemental Chess,11.000,3,3.666667
Elemental Clash: The Basic Set,137.300,20,6.865000
Elemental Rift,171.650,29,5.918966
Elementalis,85.500,20,4.275000
Elementals,57.000,10,5.700000
Elementary Watson,17.000,3,5.666667
Elementeo,51.000,7,7.285714
Elementos,120.750,18,6.708333
Elements,597.300,89,6.711236
Elementum,94.500,13,7.269231
Eleminis,432.000,74,5.837838
Elephants on Parade,28.500,7,4.071429
Eleusis,342.900,47,7.295745
Elevator Eddie,87.200,15,5.813333
Elevenses,479.446,76,6.308500
ElfBall,217.400,29,7.496552
ElfQuest Adventure Game,82.500,17,4.852941
Elfengold,582.380,89,6.543596
Elfenland,573.590,82,6.995000
Elfenroads,902.290,130,6.940692
Elfenwizards,180.400,30,6.013333
Elfer raus!,281.700,61,4.618033
Elfer raus! Master,32.300,5,6.460000
Elixir,862.700,155,5.565806
Elixir:  Alambic,73.700,13,5.669231
Elixir: Alchimie,59.700,11,5.427273
Elixir: Mandragore,66.700,13,5.130769
Elk Fest,551.875,88,6.271307
Ellery Queen's Mystery Magazine Game,62.500,12,5.208333
Eloise Game,13.000,3,4.333333
Elric,333.050,60,5.550833
Elsenborn Ridge: Tactical Combat During the Battle of the Bulge – A Panzer Grenadier Game,366.750,48,7.640625
"Elusive Victory: The Air War over the Suez Canal, 1967-1973",340.600,43,7.920930
Elves Under Hoof,58.000,10,5.800000
Elvish Checkers,30.850,6,5.141667
Elysium,556.540,77,7.227792
Embark,82.890,12,6.907500
Ember: The Magical Card Game,289.800,40,7.245000
Embrace An Angry Wind,155.500,21,7.404762
Embuscades!,49.000,7,7.000000
Emerald,526.600,80,6.582500
Emergence: A Game of Teamwork and Deception,232.250,35,6.635714
Emergents: Genesis – The Deckbuilding Game,131.000,20,6.550000
Emergo,102.800,14,7.342857
Emil fra Lönneberget,15.000,5,3.000000
Emil und die Detektive,53.300,9,5.922222
Eminent Domain,525.500,76,6.914474
Eminent Domain: Battlecruisers,314.550,49,6.419388
Eminent Domain: Microcosm,404.070,65,6.216462
Emira,343.250,61,5.627049
Emlyn Hughes' Team Tactix,8.000,2,4.000000
Emmerlaus Duel of Mages,153.060,25,6.122400
Emojito!,156.500,26,6.019231
Emperor of China,316.000,53,5.962264
Emperor's Challenge,33.000,8,4.125000
Emperor's First Battles,90.350,16,5.646875
Emperor's New Clothes,191.774,40,4.794350
Emperors of Europe,5.000,2,2.500000
Empire,17.000,3,5.666667
Empire (Third Edition),52.000,9,5.777778
Empire 1,16.000,3,5.333333
Empire Builder,499.000,74,6.743243
Empire Deck,21.000,3,7.000000
Empire Express,296.100,45,6.580000
Empire of the Rising Sun,318.300,51,6.241176
Empire of the Sun,449.45000,56,8.025893
Empire: Make History on Your Living Room Floor,16.00000,5,3.200000
Empire: Triumphs and Humilations for Power,19.30000,4,4.825000
Empires,553.78000,80,6.922250
Empires at Sea: Deluxe Edition,209.40000,30,6.980000
Empires at War,92.98000,17,5.469412
Empires in America (Second Edition),279.40000,37,7.551351
"Empires in America: The French and Indian War, 1754-62",517.22000,71,7.284789
Empires in Arms,547.80000,75,7.304000
Empires of Arcana,77.00000,10,7.700000
Empires of Zidal,123.07000,18,6.837222
Empires of the Ancient World,554.17500,82,6.758232
Empires of the Middle Ages,403.50000,60,6.725000
Empires of the New World,26.50000,4,6.625000
Empires of the Void,427.55000,65,6.577692
Empires of the Void II,410.78889,53,7.750734
Empires: Age of Discovery,582.95000,73,7.985616
Employee of the Month,321.30000,63,5.100000
Empyreal: Spells & Steam,392.50000,52,7.548077
"Empyrean, Inc.",252.80000,42,6.019048
Emu Ranchers,291.00000,46,6.326087
En Busca Del Imperio Cobra,383.60000,73,5.254795
En Garde,509.21000,74,6.881216
En Garde!,481.76000,84,5.735238
En Pointe Toujours II: Normandie 1944,62.00000,8,7.750000
En Pointe Toujours III: Koursk 1943,63.50000,8,7.937500
En Pointe Toujours!,46.50000,7,6.642857
En tu casa o donde sea,21.45000,4,5.362500
Encantados,19.50000,3,6.500000
Enchanted Cupcake Party Game,181.37000,27,6.717407
Enchanted Palace,28.00000,5,5.600000
Enchanters,441.43173,61,7.236586
Enchanters: Overlords,361.42000,47,7.689787
Encore,444.95000,80,5.561875
Encore!,555.34000,78,7.119744
Encounters,94.00000,15,6.266667
Encounters: Bravest Warriors,131.50000,21,6.261905
End of Atlantis: Revised Edition,59.88000,10,5.988000
End of Empire: 1744-1782,139.30000,18,7.738889
End of Empire: The French and Indian War and the American Revolution,74.00000,13,5.692308
End of the Iron Dream,145.70,21,6.938095
End of the Line,204.90,30,6.830000
Endangered Orphans of Condyle Cove,350.75,54,6.495370
Endangered Species,3.00,1,3.000000
Endeavor,678.80,90,7.542222
Endeavor: Age of Sail,691.91,84,8.237024
Ender's Game: Battle School,96.26,16,6.016250
Endless Pass: A Viking Saga,78.30,12,6.525000
Endure the Stars 1.5,41.00,6,6.833333
"Ene Mene Muh, gib mir deine Kuh!",7.00,1,7.000000
Enemies of Rome,157.00,24,6.541667
Enemy Action: Ardennes,503.00,59,8.525424
Enemy Agent,89.80,13,6.907692
Enemy Chocolatier,471.05,72,6.542361
Enemy Coast Ahead: The Dambuster Raid,431.20,56,7.700000
Enemy Coast Ahead: The Doolittle Raid,387.40,49,7.906122
Enemy at the Gates,410.55,55,7.464545
Enemy in Sight,478.45,76,6.295395
Enemy on the Horizon: Axis & Allies Expansion,18.00,3,6.000000
Energi,56.00,9,6.222222
Energie Poker,155.50,24,6.479167
Engage,147.60,22,6.709091
Engineering Ants,57.80,11,5.254545
English Civil War,80.00,14,5.714286
English Soccer Manager: Two Page Wars,12.50,3,4.166667
Enigma,501.00,86,5.825581
Enigmako,17.00,3,5.666667
Enigmàrius,66.50,10,6.650000
Enkounter,64.70,11,5.881818
Entdecker,486.85,75,6.491333
Entdecker: Exploring New Horizons,476.80,72,6.622222
Entenballett,21.00,5,4.200000
Entengrütze,33.10,5,6.620000
Entenmarsch,21.00,4,5.250000
Entenrallye,85.50,15,5.700000
Entertainment Tonight: The Trivia Game,28.65,6,4.775000
Entrapment,435.10,52,8.367308
Entre dos banderas: Guadalajara 1937,45.00,8,5.625000
Entrepreneur,36.00,8,4.500000
Entropy,405.00,67,6.044776
Enuk,238.580,40,5.964500
Envyra,124.800,16,7.800000
Eollis: Pirates des Vents,75.000,13,5.769231
Epaminondas,387.500,54,7.175926
Epic Armageddon,613.900,79,7.770886
Epic Battles Trading Card Game,40.500,5,8.100000
Epic Card Game,414.200,64,6.471875
Epic Death!,112.023,24,4.667625
Epic Dungeoneer: Call of the Lich Lord,328.050,53,6.189623
Epic Monster Tea Party,158.532,21,7.549143
Epic PVP: Fantasy,357.220,54,6.615185
Epic PVP: Magic,39.050,5,7.810000
Epic Resort,307.300,51,6.025490
Epic Roll,146.800,26,5.646154
Epic Solitaire Notebook Adventures,47.000,8,5.875000
Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,463.950,76,6.104605
Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh,156.500,25,6.260000
Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,379.700,63,6.026984
Epic Trading Card Game,89.000,15,5.933333
Epic of the Peloponnesian War,233.550,44,5.307955
Epicus,49.000,7,7.000000
Epigo,460.943,69,6.680333
Episches Munchkin,23.000,4,5.750000
Epoch: Early Inventors,140.980,22,6.408182
Epäillyt,173.300,31,5.590323
Epées Royales,31.000,5,6.200000
Epées de France,70.000,10,7.000000
Epées et Hallebardes 1315-1476,82.000,11,7.454545
Equable,16.000,3,5.333333
Equals,10.000,2,5.000000
Equate,167.300,30,5.576667
Equate Advanced Tile Set,27.800,4,6.950000
Equations,129.000,19,6.789474
Equinox,420.035,66,6.364167
Era of Inventions,397.850,71,5.603521
Era of Kingdoms,392.150,50,7.843000
Era of Tribes,597.520,71,8.415775
Era: Medieval Age,461.130,67,6.882537
Eragon,44.000,16,2.750000
Eragra: The Game of Eras and the First Step,121.300,19,6.384211
Erbschleicher AG,4.00,1,4.000000
Ergo,429.95,77,5.583766
Erie Railroad,104.90,18,5.827778
Eruption,496.75,80,6.209375
Es geht seinen Gang,24.50,4,6.125000
Esagek,59.00,9,6.555556
Escalado,139.75,23,6.076087
Escalation,9.00,3,3.000000
Escape From Dinosaur Island!,33.50,5,6.700000
Escape Plan,455.64,60,7.594000
Escape Pods,37.50,6,6.250000
Escape Room In A Box: The Werewolf Experiment,461.30,61,7.562295
Escape Room: The Game,490.61,69,7.110290
Escape Room: The Game – 2 Players,86.90,12,7.241667
Escape Room: The Game – Virtual Reality,188.30,28,6.725000
Escape Tales: Low Memory,207.30,28,7.403571
Escape Tales: The Awakening,392.00,58,6.758621
Escape Team,94.00,11,8.545455
Escape The Mad Mummy,105.80,23,4.600000
Escape Velocity Nova: A Sci-Fi Card-Driven Board Game,26.00,6,4.333333
Escape from 100 Million B.C.,448.540,66,6.796061
Escape from Altassar,64.000,12,5.333333
Escape from Atlantis,504.100,76,6.632895
Escape from Colditz,510.100,78,6.539744
Escape from Colditz Castle,41.000,9,4.555556
Escape from Dork Tower,21.500,4,5.375000
Escape from Elba,234.600,45,5.213333
Escape from Frankenstein,18.000,4,4.500000
Escape from Monster Island,47.750,6,7.958333
Escape from New York,203.000,36,5.638889
Escape from Sunset Island:  Zombie Apocalypse Simulator,189.250,28,6.758929
Escape from the Aliens in Outer Space,490.641,72,6.814458
Escape from the Asylum,63.000,11,5.727273
Escape from the Casbah,28.500,4,7.125000
Escape from the Hidden Castle,471.000,73,6.452055
Escape of the Goeben,22.000,3,7.333333
Escape the Dark Castle,683.000,83,8.228916
Escape the Nightmare,90.000,15,6.000000
Escape the Room: Mystery at the Stargazer's Manor,509.300,75,6.790667
Escape the Room: Secret of Dr. Gravely's Retreat,448.100,67,6.688060
Escape: Fighting for Freedom,94.500,11,8.590909
Escape: The Curse of the Temple,573.340,82,6.991951
Escape: Zombie City,375.330,55,6.824182
Eschaton,366.200,51,7.180392
Eschnapur,293.241,53,5.532849
Escola de Dragões,10.500,2,5.250000
Escrete,13.300,2,6.650000
Esels-Rennen,157.500,30,5.250000
Eselsbrücke,346.200,49,7.065306
Eselspiel,36.000,7,5.142857
España 1936,544.650,73,7.460959
España 20: Volume 1,110.500,14,7.892857
Espias y confidentes,22.500,4,5.625000
Espinosa,68.000,9,7.555556
Espionage,39.000,7,5.571429
Espresso,41.000,8,5.125000
Estanciero,92.800,17,5.458824
Etc.,17.500,3,5.833333
Eternal: Chronicles of the Throne,236.000,30,7.866667
Eternas,57.700,10,5.770000
Eternity,265.75000,40,6.643750
Ether Wars,63.50000,11,5.772727
Ethnos,644.29238,87,7.405660
Euchre,608.19900,93,6.539774
Euphoria: Build a Better Dystopia,510.55000,74,6.899324
Euphrates & Tigris: Contest of Kings,381.10000,64,5.954688
Eureka,406.05000,73,5.562329
Eureka!,166.60000,30,5.553333
Euro Jump,22.50000,3,7.500000
"EuroFront: The War in Europe, 1936-45 – Second Edition",472.00000,56,8.428571
"EuroFront: War in Europe, 1939-45",211.50000,29,7.293103
EuroHit,17.00000,4,4.250000
Eurobusiness,140.10000,30,4.670000
Euronimoes,115.00000,14,8.214286
Eurooppa Tietopeli,38.00000,6,6.333333
Europa Universalis,430.00000,65,6.615385
Europa Universalis Extension No 1,68.25000,10,6.825000
"Europa: Paris ist ja klar, aber wo liegt Córdoba?",41.00000,8,5.125000
Europareise,37.10000,8,4.637500
Europe Aflame,151.50000,31,4.887097
Europe Engulfed: WWII European Theatre Block Game,503.150,64,7.861719
Europe at War,294.200,49,6.004082
Europe in Turmoil: Prelude to the Great War,402.700,49,8.218367
European Theater of Operations,54.900,7,7.842857
European Union: The Board Game,44.500,6,7.416667
Eurorails,510.775,80,6.384688
Evade,150.500,24,6.270833
Even Elephants Forget,44.000,6,7.333333
